"id","icon_id","type","tag","dlc","name_zhocn","name_jpnjp","name_engus","path"
361000,0,0,,,,,,"icons/icons_00000.png"
470000,0,0,,,,,,"icons/icons_00000.png"
471000,0,0,,,,,,"icons/icons_00000.png"
472000,0,0,,,,,,"icons/icons_00000.png"
502000,0,0,,,,,,"icons/icons_00000.png"
600000,0,0,,,,,,"icons/icons_00000.png"
613000,0,0,,,,,,"icons/icons_00000.png"
614000,0,0,,,,,,"icons/icons_00000.png"
615000,0,0,,,,,,"icons/icons_00000.png"
616000,0,0,,,,,,"icons/icons_00000.png"
618000,0,0,,,,,,"icons/icons_00000.png"
619000,0,0,,,,,,"icons/icons_00000.png"
620000,0,0,,,,,,"icons/icons_00000.png"
830000,0,0,,,,,,"icons/icons_00000.png"
830100,0,0,,,,,,"icons/icons_00000.png"
830200,0,0,,,,,,"icons/icons_00000.png"
832000,0,0,,,,,,"icons/icons_00000.png"
832100,0,0,,,,,,"icons/icons_00000.png"
833000,0,0,,,,,,"icons/icons_00000.png"
834000,0,0,,,,,,"icons/icons_00000.png"
835000,0,0,,,,,,"icons/icons_00000.png"
835100,0,0,,,,,,"icons/icons_00000.png"
836000,0,0,,,,,,"icons/icons_00000.png"
837000,0,0,,,,,,"icons/icons_00000.png"
840000,0,0,,,,,,"icons/icons_00000.png"
842000,0,0,,,,,,"icons/icons_00000.png"
843000,0,0,,,,,,"icons/icons_00000.png"
844000,0,0,,,,,,"icons/icons_00000.png"
846000,0,0,,,,,,"icons/icons_00000.png"
847000,0,0,,,,,,"icons/icons_00000.png"
848000,0,0,,,,,,"icons/icons_00000.png"
849000,0,0,,,,,,"icons/icons_00000.png"
851000,0,0,,,,,,"icons/icons_00000.png"
860000,0,0,,,,,,"icons/icons_00000.png"
864000,0,0,,,,,,"icons/icons_00000.png"
865000,0,0,,,,,,"icons/icons_00000.png"
866000,0,0,,,,,,"icons/icons_00000.png"
866100,0,0,,,,,,"icons/icons_00000.png"
867000,0,0,,,,,,"icons/icons_00000.png"
930000,0,0,,,,,,"icons/icons_00000.png"
931000,0,0,,,,,,"icons/icons_00000.png"
932000,0,0,,,,,,"icons/icons_00000.png"
933000,0,0,,,,,,"icons/icons_00000.png"
934000,0,0,,,,,,"icons/icons_00000.png"
937000,0,0,,,,,,"icons/icons_00000.png"
960000,0,0,,,,,,"icons/icons_00000.png"
962000,0,0,,,,,,"icons/icons_00000.png"
965000,0,0,,,,,,"icons/icons_00000.png"
966000,0,0,,,,,,"icons/icons_00000.png"
968000,0,0,,,,,,"icons/icons_00000.png"
969000,0,0,,,,,,"icons/icons_00000.png"
970000,0,0,,,,,,"icons/icons_00000.png"
971000,0,0,,,,,,"icons/icons_00000.png"
974000,0,0,,,,,,"icons/icons_00000.png"
976000,0,0,,,,,,"icons/icons_00000.png"
1000000,10000,1,"WeaponName",,"匕首","ダガー","Dagger","icons/icons_10000.png"
1000100,10000,1,"WeaponName",,"厚重匕首","重厚なダガー","Heavy Dagger","icons/icons_10000.png"
1000200,10000,1,"WeaponName",,"锋利匕首","鋭利なダガー","Keen Dagger","icons/icons_10000.png"
1000300,10000,1,"WeaponName",,"优质匕首","上質なダガー","Quality Dagger","icons/icons_10000.png"
1000400,10000,1,"WeaponName",,"火焰匕首","炎のダガー","Fire Dagger","icons/icons_10000.png"
1000500,10000,1,"WeaponName",,"焰术匕首","炎術のダガー","Flame Art Dagger","icons/icons_10000.png"
1000600,10000,1,"WeaponName",,"雷电匕首","雷のダガー","Lightning Dagger","icons/icons_10000.png"
1000700,10000,1,"WeaponName",,"神圣匕首","神聖なダガー","Sacred Dagger","icons/icons_10000.png"
1000800,10000,1,"WeaponName",,"魔力匕首","魔力のダガー","Magic Dagger","icons/icons_10000.png"
1000900,10000,1,"WeaponName",,"寒冷匕首","冷たいダガー","Cold Dagger","icons/icons_10000.png"
1001000,10000,1,"WeaponName",,"毒匕首","毒のダガー","Poison Dagger","icons/icons_10000.png"
1001100,10000,1,"WeaponName",,"血匕首","血のダガー","Blood Dagger","icons/icons_10000.png"
1001200,10000,1,"WeaponName",,"神秘匕首","神秘のダガー","Occult Dagger","icons/icons_10000.png"
1010000,10001,1,"WeaponName",,"黑刀","黒き刃","Black Knife","icons/icons_10001.png"
1020000,10002,1,"WeaponName",,"格挡匕首","パリングダガー","Parrying Dagger","icons/icons_10002.png"
1020100,10002,1,"WeaponName",,"厚重格挡匕首","重厚なパリングダガー","Heavy Parrying Dagger","icons/icons_10002.png"
1020200,10002,1,"WeaponName",,"锋利格挡匕首","鋭利なパリングダガー","Keen Parrying Dagger","icons/icons_10002.png"
1020300,10002,1,"WeaponName",,"优质格挡匕首","上質なパリングダガー","Quality Parrying Dagger","icons/icons_10002.png"
1020400,10002,1,"WeaponName",,"火焰格挡匕首","炎のパリングダガー","Fire Parrying Dagger","icons/icons_10002.png"
1020500,10002,1,"WeaponName",,"焰术格挡匕首","炎術のパリングダガー","Flame Art Parrying Dagger","icons/icons_10002.png"
1020600,10002,1,"WeaponName",,"雷电格挡匕首","雷のパリングダガー","Lightning Parrying Dagger","icons/icons_10002.png"
1020700,10002,1,"WeaponName",,"神圣格挡匕首","神聖なパリングダガー","Sacred Parrying Dagger","icons/icons_10002.png"
1020800,10002,1,"WeaponName",,"魔力格挡匕首","魔力のパリングダガー","Magic Parrying Dagger","icons/icons_10002.png"
1020900,10002,1,"WeaponName",,"寒冷格挡匕首","冷たいパリングダガー","Cold Parrying Dagger","icons/icons_10002.png"
1021000,10002,1,"WeaponName",,"毒格挡匕首","毒のパリングダガー","Poison Parrying Dagger","icons/icons_10002.png"
1021100,10002,1,"WeaponName",,"血格挡匕首","血のパリングダガー","Blood Parrying Dagger","icons/icons_10002.png"
1021200,10002,1,"WeaponName",,"神秘格挡匕首","神秘のパリングダガー","Occult Parrying Dagger","icons/icons_10002.png"
1030000,10003,1,"WeaponName",,"慈悲短剑","慈悲の短剣","Miséricorde","icons/icons_10003.png"
1030100,10003,1,"WeaponName",,"厚重慈悲短剑","重厚な慈悲短剣","Heavy Miséricorde","icons/icons_10003.png"
1030200,10003,1,"WeaponName",,"锋利慈悲短剑","鋭利な慈悲短剣","Keen Miséricorde","icons/icons_10003.png"
1030300,10003,1,"WeaponName",,"优质慈悲短剑","上質な慈悲短剣","Quality Miséricorde","icons/icons_10003.png"
1030400,10003,1,"WeaponName",,"火焰慈悲短剑","炎の慈悲短剣","Fire Miséricorde","icons/icons_10003.png"
1030500,10003,1,"WeaponName",,"焰术慈悲短剑","炎術の慈悲短剣","Flame Art Miséricorde","icons/icons_10003.png"
1030600,10003,1,"WeaponName",,"雷电慈悲短剑","雷の慈悲短剣","Lightning Miséricorde","icons/icons_10003.png"
1030700,10003,1,"WeaponName",,"神圣慈悲短剑","神聖な慈悲短剣","Sacred Miséricorde","icons/icons_10003.png"
1030800,10003,1,"WeaponName",,"魔力慈悲短剑","魔力の慈悲短剣","Magic Miséricorde","icons/icons_10003.png"
1030900,10003,1,"WeaponName",,"寒冷慈悲短剑","冷たい慈悲短剣","Cold Miséricorde","icons/icons_10003.png"
1031000,10003,1,"WeaponName",,"毒慈悲短剑","毒の慈悲短剣","Poison Miséricorde","icons/icons_10003.png"
1031100,10003,1,"WeaponName",,"血慈悲短剑","血の慈悲短剣","Blood Miséricorde","icons/icons_10003.png"
1031200,10003,1,"WeaponName",,"神秘慈悲短剑","神秘の慈悲短剣","Occult Miséricorde","icons/icons_10003.png"
1040000,10004,1,"WeaponName",,"逆刺","レドゥビア","Reduvia","icons/icons_10004.png"
1050000,10005,1,"WeaponName",,"结晶小刀","結晶ナイフ","Crystal Knife","icons/icons_10005.png"
1060000,10006,1,"WeaponName",,"庆典小镰刀","祝祭の手鎌","Celebrant's Sickle","icons/icons_10006.png"
1060100,10006,1,"WeaponName",,"厚重庆典小镰刀","重厚な祝祭手鎌","Celebrant's Heavy Sickle","icons/icons_10006.png"
1060200,10006,1,"WeaponName",,"锋利庆典小镰刀","鋭利な祝祭手鎌","Celebrant's Keen Sickle","icons/icons_10006.png"
1060300,10006,1,"WeaponName",,"优质庆典小镰刀","上質な祝祭手鎌","Celebrant's Quality Sickle","icons/icons_10006.png"
1060400,10006,1,"WeaponName",,"火焰庆典小镰刀","炎の祝祭手鎌","Celebrant's Fire Sickle","icons/icons_10006.png"
1060500,10006,1,"WeaponName",,"焰术庆典小镰刀","炎術の祝祭手鎌","Celebrant's Flame Art Sickle","icons/icons_10006.png"
1060600,10006,1,"WeaponName",,"雷电庆典小镰刀","雷の祝祭手鎌","Celebrant's Lightning Sickle","icons/icons_10006.png"
1060700,10006,1,"WeaponName",,"神圣庆典小镰刀","神聖な祝祭手鎌","Celebrant's Sacred Sickle","icons/icons_10006.png"
1060800,10006,1,"WeaponName",,"魔力庆典小镰刀","魔力の祝祭手鎌","Celebrant's Magic Sickle","icons/icons_10006.png"
1060900,10006,1,"WeaponName",,"寒冷庆典小镰刀","冷たい祝祭手鎌","Celebrant's Cold Sickle","icons/icons_10006.png"
1061000,10006,1,"WeaponName",,"毒庆典小镰刀","毒の祝祭手鎌","Celebrant's Poison Sickle","icons/icons_10006.png"
1061100,10006,1,"WeaponName",,"血庆典小镰刀","血の祝祭手鎌","Celebrant's Blood Sickle","icons/icons_10006.png"
1061200,10006,1,"WeaponName",,"神秘庆典小镰刀","神秘の祝祭手鎌","Celebrant's Occult Sickle","icons/icons_10006.png"
1070000,10007,1,"WeaponName",,"辉石克力士","輝石のクリス","Glintstone Kris","icons/icons_10007.png"
1080000,10008,1,"WeaponName",,"蝎尾针","蠍の針","Scorpion's Stinger","icons/icons_10008.png"
1090000,10009,1,"WeaponName",,"单刃小刀","大型ナイフ","Great Knife","icons/icons_10009.png"
1090100,10009,1,"WeaponName",,"厚重单刃小刀","重厚な大型ナイフ","Heavy Great Knife","icons/icons_10009.png"
1090200,10009,1,"WeaponName",,"锋利单刃小刀","鋭利な大型ナイフ","Keen Great Knife","icons/icons_10009.png"
1090300,10009,1,"WeaponName",,"优质单刃小刀","上質な大型ナイフ","Quality Great Knife","icons/icons_10009.png"
1090400,10009,1,"WeaponName",,"火焰单刃小刀","炎の大型ナイフ","Fire Great Knife","icons/icons_10009.png"
1090500,10009,1,"WeaponName",,"焰术单刃小刀","炎術の大型ナイフ","Flame Art Great Knife","icons/icons_10009.png"
1090600,10009,1,"WeaponName",,"雷电单刃小刀","雷の大型ナイフ","Lightning Great Knife","icons/icons_10009.png"
1090700,10009,1,"WeaponName",,"神圣单刃小刀","神聖な大型ナイフ","Sacred Great Knife","icons/icons_10009.png"
1090800,10009,1,"WeaponName",,"魔力单刃小刀","魔力の大型ナイフ","Magic Great Knife","icons/icons_10009.png"
1090900,10009,1,"WeaponName",,"寒冷单刃小刀","冷たい大型ナイフ","Cold Great Knife","icons/icons_10009.png"
1091000,10009,1,"WeaponName",,"毒单刃小刀","毒の大型ナイフ","Poison Great Knife","icons/icons_10009.png"
1091100,10009,1,"WeaponName",,"血单刃小刀","血の大型ナイフ","Blood Great Knife","icons/icons_10009.png"
1091200,10009,1,"WeaponName",,"神秘单刃小刀","神秘の大型ナイフ","Occult Great Knife","icons/icons_10009.png"
1100000,10010,1,"WeaponName",,"胁差","脇差","Wakizashi","icons/icons_10010.png"
1100100,10010,1,"WeaponName",,"厚重胁差","重厚な脇差","Heavy Wakizashi","icons/icons_10010.png"
1100200,10010,1,"WeaponName",,"锋利胁差","鋭利な脇差","Keen Wakizashi","icons/icons_10010.png"
1100300,10010,1,"WeaponName",,"优质胁差","上質な脇差","Quality Wakizashi","icons/icons_10010.png"
1100400,10010,1,"WeaponName",,"火焰胁差","炎の脇差","Fire Wakizashi","icons/icons_10010.png"
1100500,10010,1,"WeaponName",,"焰术胁差","炎術の脇差","Flame Art Wakizashi","icons/icons_10010.png"
1100600,10010,1,"WeaponName",,"雷电胁差","雷の脇差","Lightning Wakizashi","icons/icons_10010.png"
1100700,10010,1,"WeaponName",,"神圣胁差","神聖な脇差","Sacred Wakizashi","icons/icons_10010.png"
1100800,10010,1,"WeaponName",,"魔力胁差","魔力の脇差","Magic Wakizashi","icons/icons_10010.png"
1100900,10010,1,"WeaponName",,"寒冷胁差","冷たい脇差","Cold Wakizashi","icons/icons_10010.png"
1101000,10010,1,"WeaponName",,"毒胁差","毒の脇差","Poison Wakizashi","icons/icons_10010.png"
1101100,10010,1,"WeaponName",,"血胁差","血の脇差","Blood Wakizashi","icons/icons_10010.png"
1101200,10010,1,"WeaponName",,"神秘胁差","神秘の脇差","Occult Wakizashi","icons/icons_10010.png"
1110000,10011,1,"WeaponName",,"五指剑","チンクエディア","Cinquedea","icons/icons_10011.png"
1130000,10013,1,"WeaponName",,"象牙小镰刀","象牙の手鎌","Ivory Sickle","icons/icons_10013.png"
1140000,10014,1,"WeaponName",,"染血短刀","血汚れた短刀","Bloodstained Dagger","icons/icons_10014.png"
1140100,10014,1,"WeaponName",,"厚重染血短刀","重厚な血汚れ短刀","Heavy Bloodstained Dagger","icons/icons_10014.png"
1140200,10014,1,"WeaponName",,"锋利染血短刀","鋭利な血汚れ短刀","Keen Bloodstained Dagger","icons/icons_10014.png"
1140300,10014,1,"WeaponName",,"优质染血短刀","上質な血汚れ短刀","Quality Bloodstained Dagger","icons/icons_10014.png"
1140400,10014,1,"WeaponName",,"火焰染血短刀","炎の血汚れ短刀","Fire Bloodstained Dagger","icons/icons_10014.png"
1140500,10014,1,"WeaponName",,"焰术染血短刀","炎術の血汚れ短刀","Flame Art Bloodstained Dagger","icons/icons_10014.png"
1140600,10014,1,"WeaponName",,"雷电染血短刀","雷の血汚れ短刀","Lightning Bloodstained Dagger","icons/icons_10014.png"
1140700,10014,1,"WeaponName",,"神圣染血短刀","神聖な血汚れ短刀","Sacred Bloodstained Dagger","icons/icons_10014.png"
1140800,10014,1,"WeaponName",,"魔力染血短刀","魔力の血汚れ短刀","Magic Bloodstained Dagger","icons/icons_10014.png"
1140900,10014,1,"WeaponName",,"寒冷染血短刀","冷たい血汚れ短刀","Cold Bloodstained Dagger","icons/icons_10014.png"
1141000,10014,1,"WeaponName",,"毒染血短刀","毒の血汚れ短刀","Poison Bloodstained Dagger","icons/icons_10014.png"
1141100,10014,1,"WeaponName",,"血染血短刀","血の血汚れ短刀","Blood Bloodstained Dagger","icons/icons_10014.png"
1141200,10014,1,"WeaponName",,"神秘染血短刀","神秘の血汚れ短刀","Occult Bloodstained Dagger","icons/icons_10014.png"
1150000,10015,1,"WeaponName",,"黄铜短刀","黄銅の短刀","Erdsteel Dagger","icons/icons_10015.png"
1150100,10015,1,"WeaponName",,"厚重黄铜短刀","重厚な黄銅短刀","Heavy Erdsteel Dagger","icons/icons_10015.png"
1150200,10015,1,"WeaponName",,"锋利黄铜短刀","鋭利な黄銅短刀","Keen Erdsteel Dagger","icons/icons_10015.png"
1150300,10015,1,"WeaponName",,"优质黄铜短刀","上質な黄銅短刀","Quality Erdsteel Dagger","icons/icons_10015.png"
1150400,10015,1,"WeaponName",,"火焰黄铜短刀","炎の黄銅短刀","Fire Erdsteel Dagger","icons/icons_10015.png"
1150500,10015,1,"WeaponName",,"焰术黄铜短刀","炎術の黄銅短刀","Flame Art Erdsteel Dagger","icons/icons_10015.png"
1150600,10015,1,"WeaponName",,"雷电黄铜短刀","雷の黄銅短刀","Lightning Erdsteel Dagger","icons/icons_10015.png"
1150700,10015,1,"WeaponName",,"神圣黄铜短刀","神聖な黄銅短刀","Sacred Erdsteel Dagger","icons/icons_10015.png"
1150800,10015,1,"WeaponName",,"魔力黄铜短刀","魔力の黄銅短刀","Magic Erdsteel Dagger","icons/icons_10015.png"
1150900,10015,1,"WeaponName",,"寒冷黄铜短刀","冷たい黄銅短刀","Cold Erdsteel Dagger","icons/icons_10015.png"
1151000,10015,1,"WeaponName",,"毒黄铜短刀","毒の黄銅短刀","Poison Erdsteel Dagger","icons/icons_10015.png"
1151100,10015,1,"WeaponName",,"血黄铜短刀","血の黄銅短刀","Blood Erdsteel Dagger","icons/icons_10015.png"
1151200,10015,1,"WeaponName",,"神秘黄铜短刀","神秘の黄銅短刀","Occult Erdsteel Dagger","icons/icons_10015.png"
1160000,10016,1,"WeaponName",,"使命短刀","使命の刃","Blade of Calling","icons/icons_10016.png"
1190000,10016,1,"WeaponName",,"[ERROR]","[ERROR]","[ERROR]","icons/icons_10016.png"
1500000,12200,1,"WeaponName","dlc01","左手匕首","マンゴーシュ","Main-gauche","icons/icons_12200.png"
1500100,12200,1,"WeaponName","dlc01","厚重左手匕首","重厚なマンゴーシュ","Heavy Main-gauche","icons/icons_12200.png"
1500200,12200,1,"WeaponName","dlc01","锋利左手匕首","鋭利なマンゴーシュ","Keen Main-gauche","icons/icons_12200.png"
1500300,12200,1,"WeaponName","dlc01","优质左手匕首","上質なマンゴーシュ","Quality Main-gauche","icons/icons_12200.png"
1500400,12200,1,"WeaponName","dlc01","火焰左手匕首","炎のマンゴーシュ","Fire Main-gauche","icons/icons_12200.png"
1500500,12200,1,"WeaponName","dlc01","焰术左手匕首","炎術のマンゴーシュ","Flame Art Main-gauche","icons/icons_12200.png"
1500600,12200,1,"WeaponName","dlc01","雷电左手匕首","雷のマンゴーシュ","Lightning Main-gauche","icons/icons_12200.png"
1500700,12200,1,"WeaponName","dlc01","神圣左手匕首","神聖なマンゴーシュ","Sacred Main-gauche","icons/icons_12200.png"
1500800,12200,1,"WeaponName","dlc01","魔力左手匕首","魔力のマンゴーシュ","Magic Main-gauche","icons/icons_12200.png"
1500900,12200,1,"WeaponName","dlc01","寒冷左手匕首","冷たいマンゴーシュ","Cold Main-gauche","icons/icons_12200.png"
1501000,12200,1,"WeaponName","dlc01","毒左手匕首","毒のマンゴーシュ","Poison Main-gauche","icons/icons_12200.png"
1501100,12200,1,"WeaponName","dlc01","血左手匕首","血のマンゴーシュ","Blood Main-gauche","icons/icons_12200.png"
1501200,12200,1,"WeaponName","dlc01","神秘左手匕首","神秘のマンゴーシュ","Occult Main-gauche","icons/icons_12200.png"
1510000,12201,1,"WeaponName","dlc01","火焰骑士短剑","火の騎士の短剣","Fire Knight's Shortsword","icons/icons_12201.png"
1510100,12201,1,"WeaponName","dlc01","厚重火焰骑士短剑","重厚な火の騎士短剣","Fire Knight's Heavy Shortsword","icons/icons_12201.png"
1510200,12201,1,"WeaponName","dlc01","锋利火焰骑士短剑","鋭利な火の騎士短剣","Fire Knight's Keen Shortsword","icons/icons_12201.png"
1510300,12201,1,"WeaponName","dlc01","优质火焰骑士短剑","上質な火の騎士短剣","Fire Knight's Quality Shortsword","icons/icons_12201.png"
1510400,12201,1,"WeaponName","dlc01","火焰火焰骑士短剑","炎の火の騎士短剣","Fire Knight's Fire Shortsword","icons/icons_12201.png"
1510500,12201,1,"WeaponName","dlc01","焰术火焰骑士短剑","炎術の火の騎士短剣","Fire Knight's Flame Art Shortsword","icons/icons_12201.png"
1510600,12201,1,"WeaponName","dlc01","雷电火焰骑士短剑","雷の火の騎士短剣","Fire Knight's Lightning Shortsword","icons/icons_12201.png"
1510700,12201,1,"WeaponName","dlc01","神圣火焰骑士短剑","神聖な火の騎士短剣","Fire Knight's Sacred Shortsword","icons/icons_12201.png"
1510800,12201,1,"WeaponName","dlc01","魔力火焰骑士短剑","魔力の火の騎士短剣","Fire Knight's Magic Shortsword","icons/icons_12201.png"
1510900,12201,1,"WeaponName","dlc01","寒冷火焰骑士短剑","冷たい火の騎士短剣","Fire Knight's Cold Shortsword","icons/icons_12201.png"
1511000,12201,1,"WeaponName","dlc01","毒火焰骑士短剑","毒の火の騎士短剣","Fire Knight's Poison Shortsword","icons/icons_12201.png"
1511100,12201,1,"WeaponName","dlc01","血火焰骑士短剑","血の火の騎士短剣","Fire Knight's Blood Shortsword","icons/icons_12201.png"
1511200,12201,1,"WeaponName","dlc01","神秘火焰骑士短剑","神秘の火の騎士短剣","Fire Knight's Occult Shortsword","icons/icons_12201.png"
1690000,10004,1,,,,,,"icons/icons_10004.png"
1910000,10004,1,"WeaponName",,"[ERROR]","[ERROR]","[ERROR]","icons/icons_10004.png"
2000000,10040,3,"WeaponName",,"长剑","ロングソード","Longsword","icons/icons_10040.png"
2000100,10040,3,"WeaponName",,"厚重长剑","重厚なロングソード","Heavy Longsword","icons/icons_10040.png"
2000200,10040,3,"WeaponName",,"锋利长剑","鋭利なロングソード","Keen Longsword","icons/icons_10040.png"
2000300,10040,3,"WeaponName",,"优质长剑","上質なロングソード","Quality Longsword","icons/icons_10040.png"
2000400,10040,3,"WeaponName",,"火焰长剑","炎のロングソード","Fire Longsword","icons/icons_10040.png"
2000500,10040,3,"WeaponName",,"焰术长剑","炎術のロングソード","Flame Art Longsword","icons/icons_10040.png"
2000600,10040,3,"WeaponName",,"雷电长剑","雷のロングソード","Lightning Longsword","icons/icons_10040.png"
2000700,10040,3,"WeaponName",,"神圣长剑","神聖なロングソード","Sacred Longsword","icons/icons_10040.png"
2000800,10040,3,"WeaponName",,"魔力长剑","魔力のロングソード","Magic Longsword","icons/icons_10040.png"
2000900,10040,3,"WeaponName",,"寒冷长剑","冷たいロングソード","Cold Longsword","icons/icons_10040.png"
2001000,10040,3,"WeaponName",,"毒长剑","毒のロングソード","Poison Longsword","icons/icons_10040.png"
2001100,10040,3,"WeaponName",,"血长剑","血のロングソード","Bloody Longsword","icons/icons_10040.png"
2001200,10040,3,"WeaponName",,"神秘长剑","神秘のロングソード","Occult Longsword","icons/icons_10040.png"
2010000,10041,3,"WeaponName",,"短剑","ショートソード","Short Sword","icons/icons_10041.png"
2010100,10041,3,"WeaponName",,"厚重短剑","重厚なショートソード","Heavy Short Sword","icons/icons_10041.png"
2010200,10041,3,"WeaponName",,"锋利短剑","鋭利なショートソード","Keen Short Sword","icons/icons_10041.png"
2010300,10041,3,"WeaponName",,"优质短剑","上質なショートソード","Quality Short Sword","icons/icons_10041.png"
2010400,10041,3,"WeaponName",,"火焰短剑","炎のショートソード","Fire Short Sword","icons/icons_10041.png"
2010500,10041,3,"WeaponName",,"焰术短剑","炎術のショートソード","Flame Art Short Sword","icons/icons_10041.png"
2010600,10041,3,"WeaponName",,"雷电短剑","雷のショートソード","Lightning Short Sword","icons/icons_10041.png"
2010700,10041,3,"WeaponName",,"神圣短剑","神聖なショートソード","Sacred Short Sword","icons/icons_10041.png"
2010800,10041,3,"WeaponName",,"魔力短剑","魔力のショートソード","Magic Short Sword","icons/icons_10041.png"
2010900,10041,3,"WeaponName",,"寒冷短剑","冷たいショートソード","Cold Short Sword","icons/icons_10041.png"
2011000,10041,3,"WeaponName",,"毒短剑","毒のショートソード","Poison Short Sword","icons/icons_10041.png"
2011100,10041,3,"WeaponName",,"血短剑","血のショートソード","Blood Short Sword","icons/icons_10041.png"
2011200,10041,3,"WeaponName",,"神秘短剑","神秘のショートソード","Occult Short Sword","icons/icons_10041.png"
